id,product,date,product_description,content,rating,brand
93342,"Zinus Green Tea 12-inch Memory Foam Mattress, Queen",10 Oct 2019,"Size: Queen | 
            
             Style Name: 12 Inch Enjoy the comfort and support of Green Tea Memory Foam. The Memory Foam 12 Inch Green Tea Mattress provides conforming comfort with a Memory foam layer and Pressure Relieving Comfort Foam layer that conforms to the natural shape of your body. The High-density Foam layers provide long lasting durability and stability. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty.",Freakin perfect!!!,5.0,zinus
13094,"Brentwood Home Cypress Cooling Gel Memory Foam Mattress, Non-Toxic, Made in California, 13-Inch, Queen Size",05 Dec 2019,"Size: Queen | 
            
             Style: 13-Inch This Brentwood Home Cypress Gel 13 mattress provides a medium feel. The 3.5-inch layer of gel infused memory foam responds to your body’s individual shape, weight, and temperature. It adjusts its shape to provide precise support, keeping your spine in alignment while relieving discomfort at pressure points in areas like your hips and shoulders. The infused gel and the ventilated airflow layer evenly disperse heat through the mattress to prevent hot spots that lead to tossing and turning. Our special blend of memory foam actively responds to your movements, allowing you to move freely around the bed without experiencing the quicksand effect. A solid support base absorbs your weight to dampen motion transfer and prevent noise. The mattress is finished in a removable wool-lined zipper cover that stretches in all directions, allowing you to enjoy maximum pressure relief. The wool lining resists odors while it wicks away moisture and regulates body temperature by creating microclimates. This means that you stay cool in the summer and warm in the winter. The safety of your family is important to us so we only use CertiPUR-US certified foams that are free of flame-retardants, formaldehyde, heavy metals, and phthalates. We offer a 25-year warranty as a guarantee of quality. You will be protected from manufacturing defects and premature sagging. We compress and roll our mattresses for easier shipping and setup. Please note that any Brentwood Home Mattress purchased through Amazon is subject to Amazon's 30-day return policy.",After 3 night's no I wouldn't order it again it doesn't support our backs like the memory foam even though the memory foam cost less money.  This mattress is to hard for us to sleep on. We are returning it for the memory foam.,1.0, 
15486,Olee Sleep 10 inch Omega Hybrid Gel Infused Memory Foam and Pocket Spring Mattress  (Queen),31 Mar 2019,"Size: Queen Olee sleep 10 inch mattress is designed to satisfy the need for contoured support of your vertebrae while you sleep. We owe this luxury to the tempered steel independently-encased coils whose particularity is to conform to the curves of your body creating an equal weight distribution, hence relieving any pressure points along your neck, shoulders, back and hips. Another advantage of independently-encased coils is the elimination of motion disturbance, so that if your partner moves throughout the night, you will never even know they are there. To ensure that this mattress lasts many years, its coils are protected by multi HD and memory foam layers which add to unparalleled quality and incredible comfort.","First night on this bed, and I feel great! Very comfortable. Important notes: -I only let it inflate for about 6 hours -I am 120 lbs, but my boyfriend weighs more than me, and also had a very good night's sleep.",5.0,olee sleep
68714,Linenspa 8 Inch Memory Foam and Innerspring Hybrid Mattress - Medium-Firm Feel - Twin,06 Apr 2020,"Size: Twin | 
            
             Style Name: 8 Inch Mattress Only Add the pressure point relief of memory foam to the reliable support of a traditional spring mattress, and you have the revolutionary comfort of the hybrid mattress. A layer of memory foam is quilted in the soft, knit cover and placed over a 1.5 inch layer of comfort foam to create an incredibly comfortable sleep surface. The foam conforms to the unique curves of your body to minimize pressure points. Beneath the foam top, 6 inch steel coils offer the support and durability of a spring mattress. This design distributes body weight to contour and support as you sleep. The spring layer provides the traditional bounce many like in an innerspring mattress, and improves the breathability of the mattress. This mattress is rolled and shipped in a box for convenient delivery and setup. Simply take the box to the proper room, Carefully remove packaging, and watch as the mattress expands to its true size. This mattress comes with a 10 year U.S. warranty that guards against manufacturer defect.",Just right for me as a side sleeper. This is a nice mattress. That's what she said.,5.0,linenspa
92440,"Zinus Green Tea 12-inch Memory Foam Mattress, Queen",13 Dec 2019,"Size: Queen | 
            
             Style Name: 12 Inch Enjoy the comfort and support of Green Tea Memory Foam. The Memory Foam 12 Inch Green Tea Mattress provides conforming comfort with a Memory foam layer and Pressure Relieving Comfort Foam layer that conforms to the natural shape of your body. The High-density Foam layers provide long lasting durability and stability. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty.","I personally would not go for this. It’s cheap, however if you have back pain right now, whether it’s lower or upper, it’s bit painful. My girlfriend doesn’t have back pain, but sleeping after 1.5 months she started to complaint as well.",2.0,zinus
43890,"Classic Brands Mercer Pillow Top Cool Gel Memory Foam and Innerspring Hybrid 12-Inch Mattress , Queen, White",06 May 2019,"Size: Queen | 
            
             Style Name: 12-Inch Mattress classic brands Mercer pillow-top cool gel memory foam and innerspring 12-inch mattress combines the superior support of a wrapped coil innerspring system with the conforming Response of gel-infused memory foam for a more comfortable, deeper, night's sleep. Covered with a beautifully detailed quilted pillow-top knit cover, corded edges, and coordinating knit side panels for breathability, this quality mattress is an excellent value and will last for years to come. the 12-inch profile Mercer Hybrid gel memory foam innerspring mattress combines the support of a wrapped steel coil inner Springs with the conforming Response of gel memory foam. Starting with a 0.5- inch top layer of gel infused memory foam that disperses body heat and creates a cooler sleeping surface while retaining the pressure-relieving properties of traditional memory foam. A second layer of 0.25-Inch comfort foam and a third layer of 0.25-Inch comfort foam and a fourth later of 0.5-Inch comfort foam works with the support layer providing you with the ultimate sleeping experience. An additional layer of 0.75 inch of comfort foam works with the 8-inch support layer of individually wrapped coils, which are in their encased in separate pockets, so they can contour precisely to your body. Individually wrapped coil inner Springs move independently and reduce the sensation of movement on a bed providing contouring comfort and support for an undisturbed night sleep. benefits of gel memory foam gel memory foam is more porous or open than conventional foam, meaning the cells are interconnected unlike closed cell foam; thereby it is more breathable and comfortable than higher density visco-elastic foam. Gel foam helps regulate temperature throughout the mattress. A gel memory foam mattress can support each part of the body evenly and individually. Gel memory foam slowly and automatically adjusts to your body weight and temperature. In addition to the slow, conforming Response, gel memory foam offers complete, luxurious and stress- free support. This can allow the spine to stay in a neutral position. Should you move during the night, your partner is never disturbed due to the lack of reciprocal movement between sleeping partners. Additionally, when you do move in bed, memory foam gently 'fills in' and reshapes itself to your new sleeping posture. individually wrapped coil support base the support base in our Hybrid mattresses consists of innerspring individual coils wrapped in a fabric designed to minimize friction and maximize support. The 13-gaugge steel coils tend to provide consistent distribution of support throughout the mattress and lessens motion transfer for sleep partners. An additional layer of 0.75 inch of comfort foam works with the 8-inch support layer of individually wrapped coils, which are encased in separate pockets, so they can contour precisely to your body. Individually wrapped coil inner Springs move independently and reduce the sensation of movement on a bed, providing contouring comfort and support for an undisturbed night's sleep. certipur-us certified the foam in the Mercer cool gel memory foam and innerspring 12-inch mattress is certipur-us certified. The certipur-us program is a voluntary testing, analysis, and certification program for flexible polyurethane foam used as a cushioning material in home furnishings such as adult mattresses, crib mattresses, upholstered furniture and some accessory comfort products. Certified flexible polyurethane foams have been independently laboratory tested. get it right the first time it is also a good idea to know the size and the Height of your mattress ahead of time to make sure you are ordering the correct size. Keep in mind that you should combine the Height of your bed frame, foundation, or adjustable bed base with the Height of your mattress to get a gauge of the how tall your sleep system will be. Block quote twin size - 39"" W x 75"" L x 12"" h twin Xl size - 39"" W x 80"" L x 12"" h full size - 54"" W x 75"" L x 12"" h queen size – 60"" W x 80"" L x 12"" h king size – 76"" W x 80"" L x 12"" h California King size – 72"" W x 84"" L x 12"" h classic brands smart packaging smart packaging reduces the carbon footprint in the Manufacturers shipping process. Our advanced packaging technology means we can roll-pack our mattresses and ship them at one-third of the normal size. Because of this process, we can ship more mattresses per delivery and reduce the amount of carbon emissions. A mattress that is roll-packed still retains its initial quality, as each will quickly recover and return to its original shape after being removed out of packaging. quality assurance Classic Brands Mercer pillow-top cool gel memory foam and innerspring 12-inch mattress is backed with a 10-year worry-free warranty. look for more innovative specialty sleep products from classic brands.","This mattress is rock hard,  I woke up with the worst back pain I've ever had. The description said medium firm, but it feels like sleeping on the floor. I tossed and turned all night, never really getting comfortable. I gave it two stars, it's a well made mattress. Just not the correct firmness I was looking for.",2.0,classic brands
68539,Linenspa 8 Inch Memory Foam and Innerspring Hybrid Mattress - Medium-Firm Feel - Twin,23 Apr 2020,"Size: Twin | 
            
             Style Name: 8 Inch Mattress Only Add the pressure point relief of memory foam to the reliable support of a traditional spring mattress, and you have the revolutionary comfort of the hybrid mattress. A layer of memory foam is quilted in the soft, knit cover and placed over a 1.5 inch layer of comfort foam to create an incredibly comfortable sleep surface. The foam conforms to the unique curves of your body to minimize pressure points. Beneath the foam top, 6 inch steel coils offer the support and durability of a spring mattress. This design distributes body weight to contour and support as you sleep. The spring layer provides the traditional bounce many like in an innerspring mattress, and improves the breathability of the mattress. This mattress is rolled and shipped in a box for convenient delivery and setup. Simply take the box to the proper room, Carefully remove packaging, and watch as the mattress expands to its true size. This mattress comes with a 10 year U.S. warranty that guards against manufacturer defect.","I received my mattress today in the mail.  I ordered the mattress after sleeping on a futon for the past 5 years.  I was worried when I opened the mattress and let it expand because I wanted a medium firm feel, but even after it looked expanded it was very giving and I could feel the bedlam through it.  I left it and went about my day and when I returned around 3 hours later it had expanded even more and was exactly how I wanted I to feel... firm mattress with a soft foam top.  I was also, worried because i had read reviews saying mattresses arrived with bedbugs.  I am a pest control technician so i realize how big of a deal this is.  I checked the mattress and it was free of any bugs and free of stains.  I will add as well.... the couple of pictures that I saw in reviews were very grainy and the ""bug"" could not be made out to be identified.  There was 1 video posted of a supposed ""bed bug"" jumping under the plastic. And you are able to see that it is a bug jumping. But, it was not a bedbug.  Bed bugs do not jump like this. This was just some sort of regular every day non invasive bug.  I am not saying people are making things up, I am just saying I saw nothing that dissuaded me from purchasing this mattress.",4.0,linenspa
127281,"Magshion Sofa bed, Full, Grey",03 Aug 2018,"Color: Grey Whether a friend is crashing at your place overnight or you're just relaxing playing video games, taking naps, reading or play time. this comfortable bed roll is ideal to have on the hand. It's contemporary design makes it a stylish addition to any room, Studio, RV trailer, mobile home, boat, mini van, Truck. premium comfort, softness, and quality. Great for all-purpose use","Good size, the chemical smell aired out within 2 days, but after about a week all of the fluff/stuffing moves to the sides and corners and no matter how often I fluff it it never stays in the middle. I would not recommend this on a hardwood floor. I will say it is probably the cheapest option as far as a ""bed"" of this size goes. I sometimes wake up with joint pain because it feels like sleeping directly on the floor. Only get this if you have carpet.",2.0,magshion
11717,"Sleep Innovations Shea 10-inch Memory Foam Mattress, Bed in a Box, Made in the USA, 10-Year Warranty - Full Size",27 Aug 2019,"Size: Full | 
            
             Style Name: 10"" Height You’re hoping to find the love of your life, but for now, you’ll settle for the perfect mattress. Average in height and build and a sleeper who tends to snooze in a combination of positions, you’re looking for a bed that provides medium-to-firm support – with light cushioning that helps you relax and fall into a deep sleep after a long day. And what else is on your wish list? A mattress that – when the time comes – will keep your special someone comfortable and happy as well. . It can take up to 24 hours for your mattress to fully expand and reach its full potential. It’s totally fine to sleep on it whenever you want to, though.",Used for guest  rom.,5.0,sleep innovations
103559,"Vesgantti 9.4 Inch Multilayer Hybrid Twin Mattress - Multiple Sizes & Styles Available, Ergonomic Design with Breathable Foam and Pocket Spring/Medium Plush Feel",15 Feb 2020,,Mattress never open completely,1.0,vesgantti
117869,Signature Design by Ashley - 12 Inch Chime Express Hybrid Innerspring - Firm Mattress - Bed in a Box - Queen - White,25 Oct 2019,"Size: Queen | 
            
             Style: 12-Inch Why worry when you can chime? With the Sierra Sleep Chime innerspring queen mattress, you have endless possibilities for restful sleep. Feel the support of a truly traditional coil mattress which contours to your body for a comforting feel. High density foam provides the firmness you love. Gel memory foam provides restorative support for your lower back. Hypoallergenic material is ideal for sufferers of allergies for ultimate undisturbed sleep–not to mention peace of mind. Plus, this mattress arrives in a box for quick and easy setup. Simply bring it to your room, remove the plastic wrap, and unroll. You’ll be amazed at how it fully expands within minutes. Foundation/box spring available, sold separately. Fabric: Body: Acrylic (11 %) Fillament Poly (11 %) Para Aramid Fiber (5 %) Polyester (20 %) Viscose (53 %) Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials.","This mattress is amazing. I was about to purchase a 1k Casper mattress but this one is superb and the price is perfect. It’s so soft and pillowy I never want to leave my bed! Would recommend this mattress to anyone especially if you like a soft, foamy, pillowy top.",5.0,ashley
1313,"Signature Sleep Contour Encased Mattress, Twin, White",07 Dec 2018,"Size: Twin | 
            
             Style: 8 Inch Sleep tight every night with our Signature Sleep Contour 8 inch reversible mattress. The core is made of independently encased coils, designed to eliminate motion disturbance and keep you sleeping soundly. We then covered these in a layer of foam to help distribute weight evenly and relieve pressure points from head to toe. This Signature Sleep mattress meets federal flammability standard 16 CFR 1633 and is shipped compressed, rolled and vacuum sealed for your convenience. Surround yourself with comfort and live the dream!","This is a great mattress. I used a full sized one before this for almost two years and never had a problem. So when I had to buy a bigger one, this was my first choice. It's comfortable and doesn't give me any back problems or any other issues.",5.0,signature sleep
18786,LUCID 10 Inch 2019 Gel Memory Foam Mattress - Medium Firm Feel - CertiPUR-US Certified - 10-Year Warranty - Queen,10 Jul 2019,"Style: 2019 Model Medium Plush | 
            
             Size: Queen A combined 2. 5-inch layer of ventilated gel memory foam and a 7.5-inch layer of high density support foam gives a pressure-relieving and supportive mattress for a medium-firm feel. The top memory foam layer is designed to prevent heat build-up; Microscopic gel beads capture heat and move it away from the body to help regulate temperature as you sleep. This surface layer of memory foam has a ventilated design that improves airflow. The open cell structure of Lucid memory foam makes for a longer lasting, more resilient foam that will not leave long-lasting body impressions. Soft, Breathable cover made of a cozy Tencel blend fabric (10 percent Tencel lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. This mattress is CertiPUR-US certified, which means the foam has been independently tested for safety of materials used, physical performance and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depletes, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress does not contain synthetic or natural latex of any kind. We offer a 10-Year that protects the mattress and cover against manufacturer defect. All of our products are shipped vacuum packed, so your mattress is easy to transport and set up. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands.",VERY NICE!!,5.0,lucid
107265,Milliard Tri Folding Memory Foam Mattress with Washable Cover Twin XL (78 inches x 38 inches x 6 inches),07 Mar 2019,,Comfy and supportive,5.0,milliard
6626,"Sealy Response Performance  14-Inch Cushion Firm Pillow Top Mattress, Full, White",17 Mar 2018,"Style: 14"" Cushion Firm Euro PillowTop | 
            
             Size: Full The Sealy Performance Collection offers durable all-over support, plus exclusive Posturepedic Technology for reinforced support where you need it most, for a truly comfortable night’s sleep. Our innerspring mattresses offer exceptional full-body support with ease of movement, for that sleep-on-top feeling and the comfort you want. We use exclusive Posturepedic Technology to deliver the stable, all-over support you want, with reinforced support under the heaviest part of your body. Engineered with zones of support, Posturepedic Technology pairs state-of-the-art engineering with the highest quality materials to target the right level of support for each area of the body, resulting in exceptional all-over comfort.","I actually have the Sealy Posturpedic Azario which was replaced (in name) by the Carsten which was replaced by the Manor Place  which was replaced by the Buckingham. and then renamed the Response. I bought mine 6 years ago, and it's had 4 name changes (to hide the negative reviews maybe?) But the construction is the same. gel foam, good edges  plush but not pillow top. I think the main difference is this one possibly has individual coils where the one 6 years ago is just the linked innerspring. so here's my review of the mattress that you will see in 6 years. So it has a 10 year warranty, right? Good luck in cashing in on it. Our bed, the padding/batting whatever that is above the springs has compressed to the point that there is a tall hill between where my husband and i sleep. rolling over to the other side of the bed is literally climbing a hill... and it's been like this since year 4. Once our backs/hips started hurting, (around year 4) we added on a 2"" mattress topper. That did ease the pain, but eventually the compression started hurting us again. We tried a 4"" mattress topper and it was too deep - so went to a 3"". We stayed there for a year, and about 6 months ago, tried the mattress by itself, (about 5.5 years into purchase). The hill between us made cuddling/snuggling impossible and we both woke up with hip pain and back pain. (both side sleepers) Finally we decided to try for the warranty - its only been a bit over 6 years, surely a 10 year warranty means something, right? Wrong. So the batting at the top under the quilting is like quilt batting - it fluffs back up immediately upon removal of weight. So my bed... LOOKS flat as a pancake - well i could possibly get a 1/2 inch reading -. while the body impressions are deep enough to drown a person. And guess what? You cannot claim a cent on the warranty without physical proof that there is a 1 1/2 inch depression in the appearance of the mattress with nothing on it. heck, the whole bottom could be missing but as long as the top looks flat, you are out of luck! So i looked into reviews of other sealy owners on other sites - hundreds of complaints about jumping through hoops only to be completely stuck at the end. months of sending in paperwork to have more pictures requested, then more pictures, then videos. I did start the process.. step 1 seemed really easy. submit. Wow that was great! then I got the first email. wow. requesting specific pics - which i know arent going to show what they deem necessary - and many of them! and pics of the FRAME and the box springs too. huh? well i know that my flat looking mattress isn't going to give me back anything, so I gave up - as I'm sure their intention is - after step 1. I have a completely painful, unusable mattress with 4 years left on the warranty... and i have zero  recourse. If you buy a sealy plush mattress from anywhere.... be aware, the 10 year warranty means NOTHING. and you will usually get only about 3-4 years out of it. just be aware of that when you price them.",1.0,sealy
67762,"LUCID 16 Inch Plush Gel Memory Foam and Latex Four-Layer-Infused with Bamboo Charcoal Mattress, King",08 Dec 2018,"Size: King | 
            
             Style Name: Mattress Only This plush, 16 inch thick mattress comes with four layers that work together to bring you optimal comfort in your sleep. The first layer is a 1 inch bamboo charcoal memory foam layer sewn into the soft outer cover. Bamboo charcoal is especially good for sensitive skin and has better thermal regulation. This layer can be removed by taking off the mattress cover. Directly beneath that is a 3 inch layer featuring our softer and lighter memory foam, ventilated for breathability and comfort. Beneath that is a 2 inch comfort layer of natural latex. Resilient latex pairs well with memory foam because its instantaneous give will better support to your body. The combination of latex and memory foam provides optimal orthopedic support and pressure relief to help alleviate neck, back and shoulder pain. We used open-cell memory foam construction to create a longer lasting, more resilient foam that will not leave long-lasting body impressions. Made of a cozy TENCEL blend fabric (10 percent TENCEL lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. LUCID memory foam and latex is naturally resistant to allergens and dust mites. The foam in this product is CertiPUR-US certified which means it has been independently tested for safety of materials used, physical performance, and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depleters, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress will come vacuum packed. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands to its original shape.",I am very pleased with this 16 inch lucid mattress. just what i expected. i sleep like an angel in the clouds! love it!.,5.0,lucid
8365,"Linenspa 5"" Gel Memory Mattress, Twin",14 May 2018,"Size: Twin | 
            
             Style: Mattress Only For a upgrade to the basic mattress, the LINENSPA 5 Inch Gel Memory Foam Mattress offers the benefits of memory foam and firm support. A comfort layer at the surface features a 1 inch layer of gel infused memory foam that compresses to hug curves and alleviate pressure. Infusing the memory foam with gel material helps to distribute heat to maintain a comfortable temperature. Beneath the comfort layer, a 4 inch layer of high density support foam offers the support you need to wake up refreshed. This mattress has a low profile, so it is a perfect fit for bunk beds and trundle beds. It has a soft, breathable fabric cover and comes with a 10-year warranty from the manufacturer.","Comfy mattress, Thnx",5.0,linenspa
49755,Olee Sleep 8 Inch Ventilated Convolution Memory Foam Mattress 08FM01F,30 Dec 2018,"Size: Full Olee Sleep 8 inch memory foam mattress is a memory foam mattress that encompasses the comfort of memory foam, minimizes pressure on the body, and provides balanced support. Within minutes, it creates a perfectly personalized and balanced form around the body. Our memory foam mattress will support body weight evenly, relieve pressure focused on the shoulders, hips, and feet, and eliminate motion disturbance. The result is a unique and unprecedented sleeping experience. The memory foam mattress collection provides lasting comfort, with a dense foam core that ensures years of unbridled durability.","Product arrived on time and undamaged. After letting bed set up for about 8 hours before using it, it has only expanded to 6 inches.  How long should it take to reach the full 8 inches? If I had known I would have ordered the 10 inch mattress",3.0,olee sleep
84082,"AC Pacific 6"" Foam Mattress Covered in a Stylish Navy Blue Waterproof Fabric, Twin, Navy Blue",22 Sep 2019,"Size: Twin Sleep better in this 6” profile, high density foam mattress. Our soft foam conforms to the contours of the body, guaranteeing a night of tranquil comfort. Upholstered in a breathable diamond-quilted fabric, this foam mattress is built to distribute weight evenly. This mattress is perfect for use as a guest bed, mattress topper for extra comfort, or on its own.",Good for my kids beds,5.0, 
92762,"Zinus Green Tea 12-inch Memory Foam Mattress, Queen",18 Nov 2019,"Size: Queen | 
            
             Style Name: 12 Inch Enjoy the comfort and support of Green Tea Memory Foam. The Memory Foam 12 Inch Green Tea Mattress provides conforming comfort with a Memory foam layer and Pressure Relieving Comfort Foam layer that conforms to the natural shape of your body. The High-density Foam layers provide long lasting durability and stability. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty.",Muy suave y confortable.gracias.,4.0,zinus
55019,"Best Price Mattress 7-Inch Gel Memory Foam Mattress, Twin",26 Aug 2019,"Size: Twin | 
            
             Style: 7 Inch We introduces the newest in design, a innovative premium memory foam that sleeps cooler. Infused with refreshing gel, it provides you with coolness and ultimate support. People love memory foam for its body contouring features and pressure relief comfort. Our Gel Mattress is an open cell memory foam with thousands of gel beads for better air flow movement while providing a customized level of support. Combined with our Pressure Relief system, you will enjoy total relaxation, while having the ultimate support in key body parts; head, shoulders and hips. Size Available Twin 39""x75"" Full 54"" x 75"" Queen 60"" x 80"".","Purchased June 2019 - I have a bad back and needed an inexpensive bed fast. This came in a timely fashion. Set up was simple. At first, it was the perfect firmness for what I need. Now after less than 3 months of use, it is losing firmness and showing where I sleep on a regular basis. I would say that this is probably a great mattress for an RV or guest room but definitely not the best for regular, long term use.",3.0, 
33303,"Signature Sleep 13"" Hybrid Coil Mattress, Full, White",28 Jun 2019,"Size: Full | 
            
             Style: 13-Inch Indulge in three layers of support and softness with our Signature Sleep 13 inch mattress offering 13 inches of ultimate comfort. We start with independently encased coils for even weight distribution and support, combined with a lavish foam pillow top that includes a layer of 3-zone foam to relieve pressure and contour your body. We also selected rayon made from bamboo mattress ticking to absorb moisture, dry quickly and help your body breathe. This Signature Sleep mattress meets federal flammability standard 16 CFR 1633 and is shipped compressed, rolled and vacuum sealed for your convenience.Talk about a great bedtime story!",YESSSSSSSSSSSSS THIS MATTRESS IS A BIG YESSSSS,5.0,signature sleep
27554,"Sleep Innovations Shiloh 12-inch Memory Foam Mattress, Bed in a Box, Quilted Cover, Made in The USA, 10-Year Warranty - Queen Size",23 Apr 2018,"Size: Queen | 
            
             Style: Quilted Cover You want a mattress that provides head-to-toe comfort, while also keeping your body properly aligned, fully supported and at a comfortable temperature. And that's just for starters. You also need to be able to sleep deeply, through anything – because last night, a dog was barking at invisible squirrels and tonight, your noisy neighbors are having a late-night party – and tomorrow night, who knows?.",Very comfortable! One side is a little softer than the other but over all very comfortable.,4.0,sleep innovations
80136,Drive Medical Quick'n Easy Comfort Mattress,07 Apr 2020,"The Quick 'N Easy Comfort Mattress offers the utmost in comfort, safety and convenience. Its inner core is encased in fire retardant barrier, meeting regulation 16 CFR 1633. A non-slip bottom and 4 corner straps keep the mattress securely in place. Two carry handles on the side make lifting and placement easier.",It helps big time with my daughter peeing the bed thank you,5.0, 
9424,"BedStory 12 Inch Gel Hybrid Mattress Queen, Black Luxury Spring Mattress Individually Encased Pocket Coil Mattress Built-in 2 Layers Airflow Convoluted Foam Medium Firm Euro Top 10-Year Warranty",16 Mar 2020,,The padding on the mattress never fully decompressed the corners never fully decompress the edges of the mattress and never fully decompress and Lee lifeless sloppy and uncomfortable unfortunately I work out of town many days out of the year so I unboxed a mattress left it sitting there in Mr. return window but if I could return this mattress I would I will read I will be replacing it very soon,1.0,bedstory
112603,Ashley Furniture Signature Design - 12 Inch Chime Express Memory Foam Mattress - Bed in a Box - Queen - Firm Comfort Level - White,16 Jul 2018,"Size: Queen | 
            
             Style: 12 Inch Take sleep to a whole new level with the comfort of the chime 12 inch express mattress. Simply unpack and unroll your bed for maximum comfort.6. Care instruction: To help keep your Ashley-Sleep mattress clean, a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape. Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials. Vacuuming is the only recommended cleaning method. If you must clean a stain, use mild soap with cold water and apply lightly, allowing the mattress time to fully air dry. Please remind the kids not to jump on their Ashley-Sleep mattress, as doing so can break down the inner construction and materials. Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials. How to Care for Your Mattress: 1. To help keep your Ashley-Sleep mattress clean, a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape. 2. Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials. 3. Vacuuming is the only recommended cleaning method. If you must clean a stain, use mild soap with cold water and apply lightly, allowing the mattress time to fully air dry. 4. Please remind the kids not to jump on their Ashley-Sleep mattress, as doing so can break down the inner construction and materials.","I LOVE this bed, I am a big guy 6'3 300lbs and I fit comfortable on it and it forms to body. I haven't been able to sleep well, and with this bed I feel like I'm sleeping on a cloud. Highly recommend this bed and I will most likely buy another one for my daughter.",5.0,ashley
21557,LUCID 10 Inch 2019 Gel Memory Foam Mattress - Medium Firm Feel - CertiPUR-US Certified - 10-Year Warranty - Queen,23 Jan 2018,"Style: 2019 Model Medium Plush | 
            
             Size: Queen A combined 2. 5-inch layer of ventilated gel memory foam and a 7.5-inch layer of high density support foam gives a pressure-relieving and supportive mattress for a medium-firm feel. The top memory foam layer is designed to prevent heat build-up; Microscopic gel beads capture heat and move it away from the body to help regulate temperature as you sleep. This surface layer of memory foam has a ventilated design that improves airflow. The open cell structure of Lucid memory foam makes for a longer lasting, more resilient foam that will not leave long-lasting body impressions. Soft, Breathable cover made of a cozy Tencel blend fabric (10 percent Tencel lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. This mattress is CertiPUR-US certified, which means the foam has been independently tested for safety of materials used, physical performance and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depletes, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress does not contain synthetic or natural latex of any kind. We offer a 10-Year that protects the mattress and cover against manufacturer defect. All of our products are shipped vacuum packed, so your mattress is easy to transport and set up. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands.",Too soft. Feels more like plush-medium rather than the medium-firm it states. I sink to the middle and weigh 175. It was not completely covered during shipping and got a tiny bit dirty.,1.0,lucid
